"system","model_key","response","shock","horizon","share","status","message"
"imports","imports_levels_class_fevd","ln_gdp_real","ln_gdp_real",8,0.359175336447916,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_gdp_real",9,0.420981478661976,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_gdp_real",10,0.430941724999382,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_gdp_real",11,0.434317459838849,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_gdp_real",12,0.434464742262083,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",1,0,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",2,0.00576968701722279,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",3,0.00942591055696537,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",4,0.00877290088199469,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",5,0.0109090697069578,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",6,0.0329886832244315,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",7,0.0468968032509565,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",8,0.0475428468501942,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",9,0.0424061687047392,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",10,0.046688964126492,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",11,0.050235990312241,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_gdp_real","ln_itcrm",12,0.0501942681874019,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",1,0.00623933608246248,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",2,0.0265252189138282,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
